21638	Stop spoiling U fags	OFF	TIN	OTH
21639	Stop trying to be down honky http://t.co/0MALBNDkn9	OFF	TIN	OTH
21640	Stop using the word redskin(s).	OFF	TIN	OTH
21641	Stop whacking off in the shower queer boy! @Ilovebamf	OFF	TIN	OTH
21642	Strapped up fasho cause Iont trust no hoe	OFF	TIN	OTH
21644	Stress stress go away. Come again never you fucking bitch	OFF	TIN	OTH
21645	Strong jaw ass bitch	OFF	TIN	OTH
21646	Strong pussy  @SirRatchettness: Yall think Ciara got good pussy?	OFF	TIN	OTH
21647	Stu a rape faced faggot man I'm sick of this nigga	0	TIN	OTH
21648	Stuck up serious bitches are possibly the worst type of girls. Ever.	0	TIN	OTH
21649	Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a 8220;mega-trap8221;-will kill 28	2	TIN	OTH
21650	Studying for this bio test like a hoe 128554;	OFF	TIN	OTH
21651	Stunt on these hoes like128514;128514;128175; https://t.co/E35Igelt4w8221;	OFF	TIN	OTH
21653	Stupid and ain't got hoes #ShmediumProblems	OFF	TIN	OTH
21654	Stupid ass Alex. Scary little bitch. THROW IT!	OFF	TIN	OTH
21655	Stupid ass hoe	OFF	TIN	OTH
21656	Stupid bitch	OFF	TIN	OTH
21657	Stupid bitch 128545;	OFF	TIN	OTH
21658	Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips 128531;	OFF	TIN	OTH
21659	Stupid bitch should have stayed home 128545;128530;	OFF	TIN	OTH
21660	Stupid bitches deserve to be treated like a stupid bitch	OFF	TIN	OTH
21661	Stupid bitches9995;128529; &lt;&lt;&lt; FUCK . 128530;	OFF	TIN	OTH
21662	Stupid bitches.	OFF	TIN	OTH
21663	Stupid bitches. Fucking skanks. Dumb hoes.	OFF	TIN	OTH
21664	Stupid cunt bitch on the road	OFF	TIN	OTH
21665	Stupid freshman bitches that walk like slow as hell and u can't get around them	OFF	TIN	OTH
21666	Stupid fucking cunt	OFF	TIN	OTH
21667	Stupid hoe is so wack 127926;128526;	OFF	TIN	OTH
21668	Stupid lil bitch !! Really think I'm trippen 128514;128514; You outttta pocket with this pimpinnn	OFF	TIN	OTH
21669	Stupid people talking smack on Uncle Tim Tom are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write.	OFF	TIN	OTH
21670	Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS	0	TIN	OTH
21671	Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde	0	TIN	OTH
21672	Sub tweeting and uoeno lol bitch	OFF	TIN	OTH
21673	Subtweet me one more time	0	TIN	OTH
21674	Subtweeting little bitch taking the high road	OFF	TIN	OTH
21675	Subtweettweettweettweet cuz skinny niggah but my dick long	OFF	TIN	OTH
21676	Such a trash episode of the walking dead tonight.	2	TIN	OTH
21677	Suck my dick so good I'm like god dam you diy bitch	OFF	TIN	OTH
21678	Suck my super monkey balls	OFF	TIN	OTH
21679	Suddenlink is trash. Y'all know how impoant Bubble Guppies is to our day?	2	TIN	OTH
21680	Sum of y'all kno y'all be on lock but talking bout bitch I ain't doing shit tonight ho I'm tired 128514;128557;128514;128557;128514; http://t.co/H5P2YxSu1h	OFF	TIN	OTH
21681	Summer hoes turn into winter wifeys	OFF	TIN	OTH
21682	Summer hoes turning into winter wifeys 128553;	OFF	TIN	OTH
21683	Summer is over	OFF	TIN	OTH
21684	Summer time bitch	OFF	TIN	OTH
21685	Sumn wrong wit da pussy	OFF	TIN	OTH
21686	Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.	2	TIN	OTH
21688	Sup bitches	OFF	TIN	OTH
21689	Super handsome guys can literally be broke af with no career and some horny bitch will suppo him into bankruptcy lol	OFF	TIN	OTH
21690	Superman your ho	OFF	TIN	OTH
21691	Suppoers of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teapay	2	TIN	OTH
21692	Sure I got a nice car	OFF	TIN	OTH
21693	Sure wish my nose would stop dripping.....this sick shit is for the birds	OFF	TIN	OTH
21694	Surprise bitch 128526;	OFF	TIN	OTH
21695	Surprise	2	TIN	OTH
21696	Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!	2	TIN	OTH
21697	Suzan are you really going to make me get off this sofa to find some damn silverware	OFF	TIN	OTH
21698	Swag bitch #gratata http://t.co/aGswEopebp	OFF	TIN	OTH
21699	Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh	OFF	TIN	OTH
21700	Swag killed the bitch like Columbine	OFF	TIN	OTH
21701	Swap meet bound #beaner	2	TIN	OTH
21702	Swear to god man niggas talk more than bitches these days	OFF	TIN	OTH
21703	Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn ; Charlie Daniels at the same time? #morningjoe	2	TIN	OTH
21704	Sweet MiLF in white lingerie has her hose ripped and her pussy160;pounded http://t.co/CMacswjN5A	OFF	TIN	OTH
21705	Sweet and innocent schoolgirl Minami Asaka180;s pussy160;eaten http://t.co/DNxBLKrQ45	OFF	TIN	OTH
21706	Sweet baby birds	2	TIN	OTH
21707	Sweet innocent teen clothes ripped and pussy fingered160;hard http://t.co/SiGRlukdaa	OFF	TIN	OTH
21708	Sweet yellow bone thang	2	TIN	OTH
21709	Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!	2	TIN	OTH
21710	Sweethea to a lady but I'm hard on a hoe! 128526;	OFF	TIN	OTH
21711	Swing on her  @CallHerEbby: I really don't like this woman. Old hag ass bitch.	OFF	TIN	OTH
21712	Switch A Roo yo hoe let me hit her	OFF	TIN	OTH
21713	Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes	OFF	TIN	OTH
21714	Switcharoo yo hoe!	OFF	TIN	OTH
21715	Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes	OFF	TIN	OTH
21716	Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes	OFF	TIN	OTH
21717	Sydney on this hoe asking dumb ass questions	OFF	TIN	OTH
21718	T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch	OFF	TIN	OTH
