12888	Lol I followed the bitch just so I can unfollow her cause she talkin shit	OFF	TIN	OTH
12889	Lol I love when ppl think ima fucking look away like a pussy when I catch them staring at me lmao LOOK AWAY HOE	OFF	TIN	OTH
12890	Lol I make hoes madd hahhaha	OFF	TIN	OTH
12891	Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-	OFF	TIN	OTH
12892	Lol I see what you did there  @JayWiz614: @ItsNotHarold hell yeah bitches hate that shit	OFF	TIN	OTH
12893	Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me	OFF	TIN	OTH
12894	Lol I told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af	OFF	TIN	OTH
12895	Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute	OFF	TIN	OTH
12896	Lol Jk I changed my number on them ho*s	OFF	TIN	OTH
12897	Lol Lebron a bitch.. Now that basketball is back say goodbye to spos center.. It's Lebron center now..	OFF	TIN	OTH
12898	Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice	0	TIN	OTH
12899	Lol  @HURRICANESENSEI: @viaNAWF Just need to know what that pussy like so one time is fine with me	OFF	TIN	OTH
12900	Lol  @JayFucknHarris: Youuuuu got niggas but I don't got bitches	0	TIN	OTH
12901	Lol  @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes	OFF	TIN	OTH
12902	Lol Sam said Betty Boop is a hoe 128514;	OFF	TIN	OTH
12903	Lol actually bitch please choke on my nuts.	OFF	TIN	OTH
12904	Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..	OFF	TIN	OTH
12905	Lol at the random fist fight aka pussy shove match at DnD tonight.	OFF	TIN	OTH
12906	Lol at these honkies talking trash I'm done with this shit #growup #whitetrash	OFF	TIN	OTH
12907	Lol at this bitch ass boy telling me how to respond to peer pressure for values of peer pressure that equal being called a groupie	OFF	TIN	OTH
12908	Lol bitch	OFF	TIN	OTH
12909	Lol bitch u a has been	OFF	TIN	OTH
12910	Lol bitch you think you're classy? THE FUCK EVER	OFF	TIN	OTH
12911	Lol bitches be hella mad about they exs like why can't you be friends and forget about the past	OFF	TIN	OTH
12912	Lol colored contacts played out.	2	TIN	OTH
12913	Lol dat bitch petty	OFF	TIN	OTH
12914	Lol faggot team pipe beef	OFF	TIN	OTH
12915	Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao	OFF	TIN	OTH
12916	Lol ike Turner http://t.co/8yNqYYaOjo	2	TIN	OTH
12917	Lol im out here curving bitches like im taken	OFF	TIN	OTH
12918	Lol it's 4:36 and bitches are out here staggering drunk	OFF	TIN	OTH
12919	Lol lawwwddd that's why I aint fuck with jitt I never wanna be labeled a hoe	OFF	TIN	OTH
12920	Lol life Made her a hoe	OFF	TIN	OTH
12921	Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson	OFF	TIN	OTH
12922	Lol my brother a fag Mann	OFF	TIN	OTH
12923	Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hu out here	OFF	TIN	OTH
12924	Lol my porn name is master licker wtf y I gotta have dat bitch ass name	OFF	TIN	OTH
12925	Lol niccas remember the ginyu force 128514;	OFF	TIN	OTH
12926	Lol niggas out here saving hoes 128514;128514;	OFF	TIN	OTH
12927	Lol niggas still be talking about me threw bitches smh	OFF	TIN	OTH
