15923, GRP
60133, IND
83681, IND
65507, IND
34263, IND
49139, IND
58995, IND
88490, IND
46444, IND
60587, IND
44546, GRP
51628, IND
40110, GRP
15998, IND
96457, IND
70841, IND
46139, IND
40386, IND
98916, IND
32190, IND
27550, GRP
24040, IND
73516, GRP
88905, IND
42112, IND
37740, IND
72405, IND
47445, IND
27158, IND
17183, IND
42325, IND
15180, IND
58026, IND
81352, IND
33133, IND
91036, IND
22882, IND
40842, IND
73612, GRP
15815, IND
24049, IND
79204, IND
46229, IND
34669, IND
34575, GRP
20357, IND
52445, IND
10991, OTH
57135, OTH
72369, GRP
42192, IND
43587, IND
41553, GRP
62986, IND
70051, IND
73642, IND
11645, IND
72274, IND
21524, IND
84579, GRP
59519, GRP
51386, IND
10918, IND
57541, OTH
25125, IND
61295, IND
53351, IND
25463, IND
85613, IND
85886, OTH
54621, IND
80397, IND
67926, IND
41588, IND
51948, OTH
28196, IND
50376, IND
45304, IND
27228, IND
57326, IND
88221, IND
97610, IND
63048, IND
30075, IND
60466, GRP
25685, IND
16333, IND
78417, IND
51525, IND
84550, IND
23530, IND
57284, OTH
59700, IND
13433, OTH
80197, IND
79309, IND
47696, GRP
55633, IND
87934, GRP
27455, IND
83466, GRP
48657, IND
86611, IND
12193, IND
63985, OTH
20522, IND
70324, OTH
89329, GRP
11100, OTH
83240, GRP
81890, GRP
72037, IND
94607, GRP
72531, IND
98575, IND
58342, IND
39429, IND
18786, IND
67049, IND
98216, IND
37649, IND
59751, IND
92215, GRP
22311, IND
75125, OTH
21354, IND
22594, IND
33394, IND
56513, IND
59691, IND
41997, IND
56637, IND
97410, IND
77746, IND
17704, IND
61674, IND
39860, GRP
79934, GRP
55048, IND
76833, IND
55832, IND
32056, GRP
67841, IND
94427, IND
96594, IND
62689, IND
35968, IND
14516, IND
15866, OTH
57185, GRP
91430, IND
29203, IND
27913, IND
46410, IND
16856, IND
89200, IND
45269, GRP
15437, IND
91472, GRP
98531, IND
98685, GRP
31665, IND
38732, IND
46983, OTH
22067, IND
79756, IND
99563, GRP
23542, IND
83416, IND
67418, IND
58632, IND
35612, GRP
96905, IND
79778, IND
90328, IND
71350, IND
43782, OTH
58287, IND
32061, IND
63129, IND
74797, IND
25177, IND
87428, IND
39400, IND
88745, IND
70443, OTH
90327, IND
65545, GRP
58543, IND
79222, IND
72401, OTH
31354, IND
29008, IND
41590, GRP
72523, IND
14640, IND
74909, IND
96397, IND
34030, IND
29113, GRP
11286, IND
41821, GRP
76379, IND
52080, OTH
51762, IND
71592, IND
78688, IND
76135, IND
30778, IND
22569, OTH
48938, IND
41438, IND
73439, GRP
