25214	Don't these PIGS have a job? Don't these SLOBS have a life?  Where is there outrage against  bill clinton keith ellison harvey weinstein THESE PROTESTERS ARE  HYPOCRITES! #MAGA URL	OFF	TIN	GRP
11886	@USER @USER Maybe consider this instead Theresa May isn’t real name. She’s Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers 🙉😇⭐️🌈⭐️ URL	OFF	TIN	GRP
12706	@USER @USER @USER Says the man who stands against sensible gun control. #hypocrite	OFF	TIN	IND
29523	@USER @USER @USER How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA URL	OFF	TIN	IND
88860	@USER @USER @USER @USER He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously.	OFF	TIN	IND
18205	@USER @USER Advocating for herself is ridiculous fam?	OFF	TIN	IND
31311	@USER That’s messed up. #WalkAway Congresswoman M. Waters has ZERO control of her demon within. That’s what happens when she &amp; other stupid a_ _ greedy folks willfully submit their souls to the Devil. Satan was defeated again in 2016. @USER #AmericaFirst #MAGA @USER	OFF	TIN	GRP
32545	@USER this is fucking hilarious	OFF	UNT	NULL
54789	@USER You are such a fucking pu$$y little chinless Donny.	OFF	TIN	IND
26246	@USER Who cares! He is a sick head!	OFF	TIN	IND
43081	@USER @USER @USER @USER @USER Ummm theres video of it and the coach literally admitted to it lmao. Maybe read before having strong shitty opinions	OFF	TIN	IND
51203	@USER @USER This guy Kerry is one do nothing damn politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !	OFF	TIN	GRP
49728	@USER @USER @USER @USER @USER @USER @USER Especially since you are a fascist nazi as I can tell by your profile you people are pathetic shame on you !	OFF	TIN	IND
29650	@USER @USER @USER Those aren’t conservatives those are whackos. The religious zealots that isn’t the Republican Party and we denounce them. Do you denounce antifa?	OFF	TIN	GRP
93870	Understand the meaning of America by reading Creating the Declaration of Independence by @USER and share your knowledge of the American Creed with your fellow citizens. URL #MAGA #KAG @USER @USER @USER @USER	OFF	TIN	OTH
33919	@USER @USER He is a pedophile and a criminal! He deserves to be fired!!!!	OFF	TIN	IND
70376	@USER  @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.	OFF	TIN	OTH
70172	@USER Eric Holder should be in prison.	OFF	TIN	IND
72982	@USER @USER @USER @USER @USER That was fucking fast holy shit lol	OFF	UNT	NULL
55902	@USER Good shit! Kaepernick is a great model for young kids who play football to stand up for what they believe in	OFF	TIN	IND
36286	@USER Holy shit. You better not be drinking milk after eating that. Or else... 🤢	OFF	TIN	IND
59228	4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off  Feinstein/Obama!   URL via @	OFF	TIN	OTH
18083	@USER @USER @USER @USER Loved to hate MR in Bobby Brown show. That guy really screwed those kids back in the day. Please let him go through all HWs drama. He is my favorite &amp; then Jerry.  Maybe they should have a show Andy?	OFF	TIN	IND
37239	@USER u never talk to me shut up[	OFF	TIN	IND
43876	@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.	OFF	TIN	OTH
86455	@USER I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny.	OFF	TIN	IND
36163	@USER Nigga you are tweeting in the shower ???? I hope Siri drown	OFF	TIN	IND
87251	@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.	OFF	TIN	GRP
82983	@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?	OFF	TIN	IND
20608	@USER Fuck my Rick (?	OFF	UNT	NULL
49584	@USER She is the worst. But what can you expect when you consider what she has to personally gain from his confirmation	OFF	TIN	IND
62496	@USER Aww... he is such a busy monster.	OFF	TIN	IND
13664	@USER You after the Mounties come and get you for being a dirty pervert on the Internet...only you are 150 pounds heavier than him but you get the point URL	OFF	TIN	OTH
56888	@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect	OFF	TIN	IND
14929	@USER @USER ANTIFA displays hate on those they disagree with...you are being hypocritical!	OFF	TIN	IND
38700	@USER Fantastic!!!  The Alamo is sacred to us. She is a blight on the history of time. Better left erased!!  🇺🇸🇺🇸	OFF	TIN	IND
93446	1. This is a local Fox station not the national Fox News broadcast. 2. If you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too. URL	OFF	TIN	OTH
32384	@USER Be quiet SheDevil URL	OFF	TIN	IND
74011	#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls @USER 🙏 #MAGA bc #WeThePeople WANT to Know! The #Hypocrisy of #DoubleStandardDEMs is SICKENING! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 &amp; #DeclassifyPOWsDocuments while yr at it. 👍 #DarkToLIGHT URL	OFF	TIN	GRP
15834	@USER @USER So pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them f***ing moron is not? I think it is clear who needs help. You are a man perhaps?	OFF	TIN	IND
66125	@USER thanks Joe!!! my sanity was forsaken a looong time ago hahaha	OFF	TIN	GRP
85703	@USER So do a lot of pedophiles from the catholic church	OFF	TIN	OTH
24170	@USER And the liberals wonder why we don't want transgenders  in our bathrooms?	OFF	TIN	GRP
13336	@USER @USER @USER no maybe cause you are a hateful buttmunch. We reap what we sew	OFF	TIN	IND
66754	@USER #Foolish Why because some #idiots are doing whatever they can to sabotage him and @USER  ? Liberals are acting completely immoral and have no respect for those millions of legal voters who voted for @USER  #LetsGovern	OFF	TIN	GRP
58037	After going through the system i cameto know that being a criminal (illegal) is most reputed and easy job rather than a simple (illegal) person.	OFF	TIN	IND
46191	@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?	OFF	TIN	GRP
61771	@USER She is an ALEC puppet. If they don’t move the string on her back that works her mouth then she does nothing.	OFF	TIN	IND
35566	@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.	OFF	TIN	IND
32539	@USER fool	OFF	TIN	IND
15402	@USER @USER Definitely not as strange as her. Thats for sure. Shes a professor at a alt-left university. All those folks are kooky. #trump #maga	OFF	TIN	GRP
99284	"@USER @USER  -its quite obvious the  morons at the Star are totally unaware that Canada already has extremely Tight gun control laws -which by the way criminals never have and never will Adhere to"" - You have to be a very special kind of stupid to be believe that by banning"""	OFF	TIN	GRP
74638	@USER Beto the clown who supports the kneeling NFL thugs	OFF	TIN	IND
83961	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.	OFF	TIN	OTH
96437	@USER I’m just here to see which liberals decide to politicize this tragedy (despite Cincy having tight gun control)...  👀	OFF	TIN	GRP
78806	@USER WHAT i cant like HE IS LEGIT WATCHING my ever move In Rehab!!!	OFF	TIN	IND
78650	@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.	OFF	TIN	GRP
38005	@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL	OFF	TIN	IND
89246	@USER @USER Can u fuck off already	OFF	TIN	IND
81583	@USER She is unfit for office . Mentally deranged.. unstable..	OFF	TIN	IND
20722	@USER It’s off of Santa Clarita 9on Netflix it’s funny as fuck!	OFF	TIN	IND
93858	#Trumpwashing and US liberals' historical amnesia are the real definition of Trump Derangement Syndrome... URL	OFF	TIN	IND
34448	@USER Of course it does. But they weren't interested to him. Domestic abuse is still domestic abuse. So I hope you didn't use this fake rumor just to shit on the habs and that you actually care about domestic abuse.	OFF	UNT	NULL
41668	@USER Her brain is still somewhere lost in The Matrix... Then again Liberals are just plain delusional no matter what. 👊 URL	OFF	TIN	IND
33032	@USER @USER American terrorists. We need strict punishment for these lawless thugs. STOP powdering Antifa’s ass.  #BackTheBlue 💙🖤 #gettough	OFF	TIN	GRP
75614	@USER @USER @USER Sanchez sucks. He is killing this Team IMO.	OFF	TIN	IND
61195	@USER @USER There is help for your mental illness.  Good grief you liberals are seriously disturbed.	OFF	TIN	GRP
87488	@USER the dopest most illest female artist ever! That's fucken queen right there hands down!!! Try to argue widdit😋😘	OFF	UNT	NULL
59621	@USER Your husband is loosing it. He is fat and crooked and fake. Throwing paper towels!!  He has lost his grip on reality. I don’t know how you can help him. He needs lots of help.	OFF	TIN	IND
55287	"...it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government."" URL"	OFF	TIN	GRP
55865	@USER Liberals ....cry and complain that all they do URL	OFF	TIN	GRP
87407	@USER @USER Antifa is a domestic terrorist group  URL	OFF	TIN	GRP
98127	@USER Umm fuck yeah I would	OFF	UNT	NULL
